67,0,0,176,1,26,1,1,29,0,0,0,1,0,0,0,0,20,2,0,7,4,0,0,1,0,0,0,0,12,109,0,0,180,1369,0,0,6,0,0,0,0,0,0,1,1,49,0,0,4,0,0,2247,0,84,0,1,0,0,0,0,0,0,0,0,0,7,2488,0,0,914,0,0,2,2,0,0,0,0,6,1,0,0,6,1308,0,0,0,0,1592,0
149,0,4,393,8,14,0,6,23,0,1,4,1,6,0,0,0,17,15,1,3,66,0,2,9,0,0,6,3,79,638,0,0,334,628,0,4,2,0,0,1,0,2,0,1,27,26,0,0,4,0,0,160,1,31,0,7,0,0,0,0,0,0,0,3,0,3,729,2,0,2720,1,0,0,28,1,0,0,0,5,0,0,4,9,4245,0,0,0,8,2034,3
123,0,0,325,0,1,0,0,130,0,0,0,1,26,0,0,0,23,3,0,0,14,0,0,0,0,0,0,2,15,139,0,0,302,2369,0,1,14,0,0,0,0,12,0,0,3,52,0,0,7,0,0,67,1,38,0,0,0,0,0,0,0,0,0,2,0,11,3373,0,0,1823,0,0,0,2,0,0,0,0,7,0,0,8,18,2680,0,1,0,3,2325,0
101,0,0,177,10,37,1,1,46,0,0,0,8,8,0,0,0,8,12,4,2,23,0,0,3,0,0,1,0,218,87,0,0,187,1215,0,3,6,0,0,0,0,0,0,3,5,114,0,0,8,0,0,1388,0,39,0,1,0,0,1,0,0,0,0,0,22,238,3390,0,0,1829,0,0,0,1,0,0,0,0,4,0,0,0,4,2276,0,0,0,1,1992,0
92,1,0,1104,4,167,0,0,85,0,0,0,1,0,0,0,0,55,3,0,0,8,0,0,2,0,0,0,0,23,87,0,0,110,468,0,0,77,46,0,0,0,0,0,1,45,251,0,0,17,0,0,147,0,55,0,1,0,0,43,0,0,0,0,0,9,11,4651,0,0,859,0,5,0,18,0,0,0,0,10,0,1,0,25,1599,1,2,1,0,3671,0
117,0,0,1624,13,129,0,0,69,0,0,0,3,0,0,0,1,29,7,4,3,40,0,0,1,0,5,0,0,59,87,1,0,201,418,0,8,67,37,0,0,0,0,0,4,233,299,0,0,16,0,0,1386,0,64,1,0,0,0,16,0,0,0,0,0,8,30,3791,0,1,927,3,0,0,11,0,0,0,1,6,0,2,0,10,1910,0,0,3,0,3747,0
79,0,0,661,23,20,0,0,52,0,0,0,5,0,0,0,0,49,12,3,0,24,0,0,2,0,1,0,0,18,67,0,0,185,293,0,2,9,0,0,0,0,0,0,0,65,74,0,0,1,0,0,73,0,55,0,1,0,0,0,0,0,0,0,1,6,3,2301,1,0,1204,0,0,0,18,0,0,0,0,2,0,0,3,15,4253,1,1,0,0,4573,2
116,0,0,782,6,107,0,0,25,1,0,0,9,0,0,0,2,33,2,3,2,13,0,0,0,0,0,0,0,217,94,0,0,224,777,0,0,45,0,0,0,0,0,0,0,122,170,0,0,7,0,0,1212,0,70,0,0,0,0,14,0,0,0,0,0,12,3,4507,1,3,1212,0,2,0,8,0,0,0,0,6,0,0,0,21,2127,0,0,0,0,3175,0
124,1,0,375,4,92,0,0,19,0,1,1,13,0,0,0,0,19,4,2,6,6,0,0,0,0,0,1,0,131,122,0,0,355,1359,0,0,24,8,0,0,0,0,0,1,65,17,0,0,3,0,0,74,0,64,0,4,0,0,5,0,0,0,3,1,17,61,2564,0,0,1539,0,4,0,2,0,0,0,0,5,0,0,0,4,2266,1,1,2,0,2418,0
80,1,0,353,11,54,0,0,7,1,0,0,4,0,0,0,4,11,10,0,4,7,0,0,2,0,1,0,0,295,78,0,0,143,1289,0,2,69,20,0,0,0,0,0,1,241,10,0,1,2,0,0,916,0,71,0,21,8,0,11,0,0,0,29,1,32,57,2427,0,0,790,3,0,1,10,0,0,0,0,20,0,0,0,12,1442,0,0,0,1,3113,0
115,2,0,218,22,171,0,0,4,0,0,0,6,0,0,0,0,3,1,0,4,4,0,0,0,0,0,1,1,79,207,0,1,118,1460,0,1,20,1,0,0,0,0,0,0,42,3,0,0,2,0,0,364,0,19,0,7,0,0,7,0,0,0,0,0,19,33,3255,0,0,1475,1,0,0,2,0,0,0,1,9,0,0,0,1,1866,0,0,0,0,1361,0
60,5,4,450,12,85,0,0,25,0,0,0,2,0,0,0,0,21,6,0,7,3,0,0,0,0,0,1,0,76,79,0,0,162,675,0,3,39,46,1,0,0,0,0,1,60,19,0,0,8,0,0,238,0,33,0,0,4,0,28,0,0,0,0,0,28,31,3949,0,0,646,1,4,1,13,0,0,0,0,17,0,1,0,10,2400,0,1,0,0,2667,0
535,22,2,585,60,135,0,1,35,1,0,0,17,0,0,0,1,28,17,2,11,11,0,0,0,0,0,0,0,282,128,0,0,199,253,0,5,67,64,0,0,1,0,0,8,639,74,4,0,2,0,0,3792,0,38,0,2,18,0,33,1,0,0,0,0,24,170,2080,0,2,1143,6,2,0,5,0,0,0,0,29,0,11,0,16,1146,4,1,0,1,2294,0
311,3,1,399,15,222,0,0,26,0,0,0,17,0,0,0,1,29,6,0,13,2,0,0,28,0,0,0,0,566,97,0,0,70,165,0,5,168,36,0,0,0,0,0,9,487,144,16,0,11,0,0,4020,0,35,0,27,15,2,113,0,0,0,2,0,33,121,2743,0,0,734,10,2,0,30,0,2,0,0,22,0,59,0,28,469,19,3,0,6,1951,0
213,4,5,252,7,258,0,0,29,0,0,0,7,0,0,0,2,44,9,0,15,2,0,0,6,0,0,0,0,339,55,0,0,70,201,0,2,79,87,0,0,0,0,0,7,856,64,1,0,15,0,0,3733,0,48,1,22,37,0,81,4,0,0,2,0,46,79,3299,0,1,739,24,10,0,35,0,0,0,0,22,0,52,0,22,827,12,0,0,8,1242,0
233,1,0,509,1,148,0,0,31,0,0,0,6,0,0,0,2,24,7,0,4,0,0,0,7,0,0,0,0,238,67,0,0,70,181,0,2,51,116,0,0,0,0,0,1,637,88,0,2,14,0,0,2714,0,30,0,14,14,0,98,2,0,0,1,0,50,96,2554,0,0,582,32,17,1,14,0,0,0,0,25,0,50,0,19,751,10,11,0,5,1487,0
49,0,0,652,2,35,2,0,14,0,0,0,3,1,0,0,0,28,2,0,6,0,0,0,1,0,0,0,0,1227,67,0,0,49,360,0,0,105,0,0,0,0,0,0,1,688,348,0,0,29,0,0,576,0,74,0,2,0,0,21,0,0,0,0,0,35,41,3886,0,0,418,2,5,0,13,0,0,0,0,70,0,14,0,151,700,2,1,0,0,2006,0
86,0,0,886,11,182,0,0,50,0,0,0,1,0,0,0,0,12,6,1,4,5,0,0,3,0,0,0,0,386,104,0,0,115,359,0,4,77,0,1,0,0,0,0,0,257,271,0,0,24,0,0,156,0,56,0,0,0,0,8,0,0,0,0,0,17,35,3448,0,0,1048,0,6,0,14,0,0,0,0,60,0,6,0,66,1707,4,1,0,0,2201,0
24,2,1,617,0,114,0,0,22,0,0,0,0,3,0,0,0,11,2,0,0,2,0,0,2,0,0,0,0,27,12,0,0,12,24,0,0,87,0,0,0,0,0,0,0,431,324,0,0,9,0,0,8,0,16,0,0,0,0,1,0,0,0,0,0,0,4,2177,0,0,28,1,5,0,29,0,0,0,0,23,0,0,0,71,408,0,2,0,0,892,0
66,2,0,822,11,205,14,0,78,0,0,0,1,40,0,0,0,5,6,0,2,2,0,0,13,0,0,0,0,81,23,0,0,62,53,0,0,64,0,0,0,0,2,0,0,218,730,0,0,51,0,0,38,0,27,0,1,0,0,12,0,0,0,0,0,6,23,3827,1,0,126,1,5,0,11,0,0,1,0,71,1,0,0,58,1431,1,5,0,0,2363,0
97,5,0,141,6,69,0,0,15,0,0,0,11,0,0,0,0,9,12,0,0,3,0,0,0,0,0,0,0,140,201,0,0,255,1770,0,5,14,0,0,0,0,0,0,2,53,28,0,0,6,0,0,755,0,14,1,0,0,0,5,0,0,0,0,0,4,530,850,0,0,1806,0,4,0,0,0,0,0,0,2,1,1,0,8,1787,0,1,1,0,1058,0
425,10,1,273,27,134,0,0,11,0,0,0,9,0,0,0,0,16,6,2,3,19,0,0,0,0,2,0,0,305,109,0,0,158,367,0,0,22,0,0,0,0,0,0,3,78,15,0,0,8,0,0,1538,0,41,0,1,2,0,8,0,0,0,1,0,11,217,3369,1,0,551,1,3,0,3,0,0,0,1,15,0,5,0,19,1525,0,0,0,0,2092,0
57,1,0,13,3,5,0,0,8,0,0,0,8,0,0,0,0,8,6,1,4,1,0,0,0,0,0,0,0,36,86,0,0,108,1356,0,1,7,0,0,0,0,0,0,1,10,19,0,0,3,0,0,661,0,22,1,0,0,0,0,0,0,0,0,0,3,2,2693,0,0,1263,0,0,0,1,0,0,0,0,9,0,0,0,2,2781,0,0,0,0,1701,0
68,1,0,722,10,486,0,0,126,0,0,0,31,0,0,0,7,70,20,0,8,1,0,0,2,0,8,0,1,537,88,0,0,63,824,0,0,33,52,0,0,0,0,0,0,976,601,0,0,59,0,0,330,0,23,0,28,0,0,40,0,0,0,0,0,19,111,4683,0,0,285,23,15,0,99,0,0,0,0,24,2,35,0,174,646,26,2,0,3,2365,1
144,10,0,985,23,64,1,1,24,1,0,0,12,0,2,0,2,30,26,3,36,17,0,0,4,0,1,6,1,592,297,0,2,170,1430,0,0,18,31,2,0,2,0,1,24,845,129,0,0,15,0,0,1142,0,48,1,75,4,0,11,2,0,2,9,2,17,85,840,0,0,459,15,14,0,11,0,0,0,0,15,2,32,0,23,2763,7,8,0,14,2536,0
200,0,0,346,73,107,0,0,25,3,0,0,27,0,1,0,1,16,40,3,3,33,0,0,3,0,11,1,1,591,400,0,1,300,1812,0,8,31,4,3,0,3,0,0,8,415,33,0,0,2,0,0,1168,0,13,0,49,0,0,2,0,0,0,8,3,20,215,481,2,4,916,2,5,0,6,0,0,0,0,3,1,66,0,25,2415,3,0,1,7,1168,0
78,2,0,598,3,144,3,0,74,0,0,0,1,0,0,0,5,9,2,0,2,0,0,0,0,0,0,0,0,159,56,0,0,83,577,0,0,10,2,0,0,0,0,0,0,52,91,0,0,6,0,0,378,0,29,0,1,0,0,14,0,0,0,0,0,18,10,3194,0,0,139,1,1,0,3,0,0,0,0,10,0,0,0,2,1322,2,2,0,0,2187,0
161,34,0,784,9,191,2,0,33,0,0,0,25,0,0,0,2,8,9,3,1,4,0,0,0,0,0,0,0,59,200,0,0,372,1064,0,5,6,1,0,0,0,0,0,18,40,33,0,0,3,0,0,177,0,38,7,2,0,0,5,0,0,0,0,0,4,69,2185,0,10,553,0,0,6,5,0,0,0,0,15,3,0,5,4,4764,0,0,0,0,2872,0
33,0,0,1272,7,12,22,0,357,0,0,0,3,0,0,0,0,3,3,0,1,0,0,0,3,0,0,0,0,3,9,0,0,32,56,0,0,13,1,0,0,0,0,0,3,8,306,0,0,16,0,0,7,0,9,1,0,0,0,1,0,0,0,0,1,0,3,3888,0,0,44,0,0,4,14,0,0,0,0,25,0,0,0,5,3286,0,1,0,0,4128,0
101,3,0,1324,11,31,1,0,145,0,0,0,25,0,0,0,1,11,6,0,4,0,0,0,0,0,0,0,0,207,112,0,0,209,1102,0,4,10,1,0,0,0,0,0,4,61,180,0,0,11,0,0,538,0,38,1,0,0,0,11,0,0,0,0,0,9,29,3883,1,2,652,0,5,0,5,0,0,0,0,45,0,0,0,7,1964,0,0,0,0,2370,0
56,5,1,133,15,437,0,0,4,1,0,0,33,0,0,0,0,8,26,1,2,2,0,0,0,0,2,0,0,785,136,0,0,82,3151,1,2,47,2,0,0,1,0,0,19,98,12,0,0,2,0,0,616,0,101,2,0,4,0,2,0,0,0,1,1,25,277,1536,0,0,889,4,13,0,6,0,0,0,0,2,0,3,0,6,735,1,0,0,0,2107,0
114,6,46,486,43,24,0,1,5,2,0,2,22,0,0,0,0,33,207,75,5,533,0,0,3,0,12,0,0,296,105,10,0,55,1405,1,25,16,0,5,0,0,0,0,18,1117,34,2,0,0,0,0,448,0,50,9,5,2,0,0,0,0,0,1,2,2,28,701,1,0,801,4,0,0,95,0,0,0,0,1,0,2,0,3,2734,15,0,0,7,3489,4
56,4,1,255,25,425,0,0,31,0,0,0,12,0,0,0,0,19,9,0,6,4,0,0,1,0,0,0,0,300,60,1,0,82,2223,0,2,4,0,0,0,0,0,0,2,31,121,0,0,6,0,0,896,0,93,1,1,0,0,0,0,0,0,0,1,2,31,4173,0,0,640,0,0,1,12,0,0,0,0,4,0,2,0,6,1684,3,0,0,1,2641,0
