"zOTU" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"168" "Zotu356" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"169" "Zotu245" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "" ""
"170" "Zotu634" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"171" "Zotu395" "k__Bacteria" "p__Synergistetes" "c__Synergistia" "o__Synergistales" "f__Synergistaceae" "g__Fretibacterium" "s__fastidiosum"
"172" "Zotu400" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__salivarius/s__vestibularis)"
"173" "Zotu695" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"174" "Zotu698" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"175" "Zotu96" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" "s__durum"
"176" "Zotu751" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "" "" ""
"177" "Zotu652" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__melaninogenica"
"178" "Zotu715" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"179" "Zotu55" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"180" "Zotu398" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__salivarius/s__vestibularis)"
"181" "Zotu363" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__anginosus"
"182" "Zotu140" "k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Leptotrichiaceae" "g__Leptotrichia" "s__wadei"
"183" "Zotu128" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" "s__sp._oral_taxon_917"
"184" "Zotu56" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Peptostreptococcus" "s__stomatis"
"185" "Zotu432" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"186" "Zotu331" "k__Bacteria" "p__Spirochaetes" "c__Spirochaetia" "o__Spirochaetales" "f__Spirochaetaceae" "g__Treponema" "s__lecithinolyticum"
"187" "Zotu276" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"188" "Zotu511" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"189" "Zotu186" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__downei/s__sobrinus)"
"190" "Zotu711" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"191" "Zotu603" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__melaninogenica"
"192" "Zotu212" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptoniphilaceae" "g__Parvimonas" "s__micra"
"193" "Zotu640" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "" "" ""
"194" "Zotu263" "k__Bacteria" "p__SR1" "c__SR1_[C-1]" "o__SR1_[O-1]" "f__SR1_[F-1]" "g__SR1_[G-1]" "s__sp._oral_taxon_874"
"195" "Zotu197" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" "s__matruchotii"
"196" "Zotu492" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"197" "Zotu405" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"198" "Zotu616" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"199" "Zotu12" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__veroralis"
"200" "Zotu204" "k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "g__Neisseria" "s__oralis"
"201" "Zotu277" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Dialister" "s__micraerophilus"
"202" "Zotu250" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__dentium"
"203" "Zotu599" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"204" "Zotu120" "k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Capnocytophaga" "s__sputigena"
"205" "Zotu775" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"206" "Zotu434" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"207" "Zotu728" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"208" "Zotu635" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"209" "Zotu475" "k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Fusobacteriaceae" "g__Fusobacterium" ""
"210" "Zotu557" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"211" "Zotu466" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__salivarius/s__vestibularis)"
"212" "Zotu573" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "" "" ""
"213" "Zotu94" "k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Burkholderiales" "f__Burkholderiaceae" "g__Lautropia" "s__mirabilis"
"214" "Zotu558" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "(s__odontolyticus/s__sp._oral_taxon_180)"
"215" "Zotu384" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"216" "Zotu632" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"217" "Zotu732" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"218" "Zotu712" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"219" "Zotu267" "k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Fusobacteriaceae" "g__Fusobacterium" "s__nucleatum_subsp._animalis"
"220" "Zotu224" "k__Bacteria" "p__Actinobacteria" "c__Coriobacteriia" "o__Coriobacteriales" "f__Coriobacteriaceae" "g__Atopobium" ""
"221" "Zotu205" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" "s__parvula"
"222" "Zotu265" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"223" "Zotu436" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__downei/s__sobrinus)"
"224" "Zotu654" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Carnobacteriaceae" "g__Granulicatella" "s__adiacens"
"225" "Zotu665" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"226" "Zotu249" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinobaculum" "s__sp._oral_taxon_848"
"227" "Zotu464" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__graevenitzii"
"228" "Zotu392" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Catonella" "(s__morbi/s__sp._oral_taxon_164)"
"229" "Zotu360" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"230" "Zotu166" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__anginosus"
"231" "Zotu752" "k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "g__Neisseria" "(s__flavescens/s__subflava)"
"232" "Zotu69" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" "s__matruchotii"
"233" "Zotu184" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Cardiobacteriales" "f__Cardiobacteriaceae" "g__Cardiobacterium" "s__hominis"
"234" "Zotu627" "k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "g__Neisseria" "(s__flavescens/s__subflava)"
"235" "Zotu135" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Dialister" "s__invisus"
"236" "Zotu230" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__salivae"
"237" "Zotu546" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Filifactor" "s__alocis"
"238" "Zotu755" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"239" "Zotu567" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"240" "Zotu545" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"241" "Zotu201" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "(s__georgiae/s__sp._oral_taxon_178/s__sp._oral_taxon_877)"
"242" "Zotu413" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__anginosus"
"243" "Zotu64" "k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Leptotrichiaceae" "g__Leptotrichia" "s__sp._oral_taxon_221"
"244" "Zotu222" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" "s__dianae"
"245" "Zotu198" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__sp._oral_taxon_448"
"246" "Zotu147" "k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "g__Neisseria" "s__oralis"
"247" "Zotu473" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"248" "Zotu658" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__nanceiensis"
"249" "Zotu509" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__graevenitzii"
"250" "Zotu371" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Anaeroglobus" "s__geminatus"
"251" "Zotu625" "k__Bacteria" "p__Actinobacteria" "c__Coriobacteriia" "o__Coriobacteriales" "f__Coriobacteriaceae" "g__Atopobium" ""
"252" "Zotu588" "k__Bacteria" "p__Saccharibacteria_(TM7)" "c__TM7_[C-1]" "o__TM7_[O-1]" "f__TM7_[F-1]" "g__TM7_[G-1]" "s__sp._oral_taxon_352"
"253" "Zotu450" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__salivae"
"254" "Zotu296" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"255" "Zotu439" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"256" "Zotu268" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Filifactor" "s__alocis"
"257" "Zotu377" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"258" "Zotu86" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Micrococcaceae" "g__Rothia" "s__mucilaginosa"
"259" "Zotu766" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__salivarius/s__vestibularis)"
"260" "Zotu163" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oulorum"
"261" "Zotu114" "k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Capnocytophaga" "s__gingivalis"
"262" "Zotu131" "k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Fusobacteriaceae" "g__Fusobacterium" ""
"263" "Zotu189" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"264" "Zotu176" "k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Capnocytophaga" ""
"265" "Zotu626" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"266" "Zotu180" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" ""
"267" "Zotu566" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__salivarius/s__vestibularis)"
"268" "Zotu525" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__melaninogenica"
"269" "Zotu517" "k__Bacteria" "p__Spirochaetes" "c__Spirochaetia" "o__Spirochaetales" "f__Spirochaetaceae" "g__Treponema" ""
"270" "Zotu463" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oralis"
"271" "Zotu620" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__salivarius/s__vestibularis)"
"272" "Zotu100" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "(s__breve/s__longum)"
"273" "Zotu306" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonellaceae_[G-1]" "s__sp._oral_taxon_155"
"274" "Zotu513" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__graevenitzii"
"275" "Zotu137" "k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Fusobacteriaceae" "g__Fusobacterium" ""
"276" "Zotu530" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__graevenitzii"
"277" "Zotu657" "k__Bacteria" "p__Actinobacteria" "c__Coriobacteriia" "o__Coriobacteriales" "f__Atopobiaceae" "g__Olsenella" "s__sp._oral_taxon_807"
"278" "Zotu763" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"279" "Zotu366" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"280" "Zotu534" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"281" "Zotu215" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"282" "Zotu703" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" ""
"283" "Zotu251" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"284" "Zotu540" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" ""
"285" "Zotu209" "k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "" ""
"286" "Zotu241" "k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Capnocytophaga" "s__sp._oral_taxon_326"
"287" "Zotu208" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Porphyromonadaceae" "g__Tannerella" "(s__sp._oral_taxon_286/s__sp._oral_taxon_808)"
"288" "Zotu740" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__sp._oral_taxon_376"
"289" "Zotu214" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oulorum"
"290" "Zotu87" "k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Bergeyella" "s__sp._oral_taxon_322"
"291" "Zotu523" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "" ""
"292" "Zotu610" "k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Capnocytophaga" "s__haemolytica"
"293" "Zotu504" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "" "" ""
"294" "Zotu219" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"295" "Zotu701" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__melaninogenica"
"296" "Zotu742" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "(s__odontolyticus/s__sp._oral_taxon_180)"
"297" "Zotu155" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" "s__sp._oral_taxon_134"
"298" "Zotu738" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Alloprevotella" "s__sp._oral_taxon_308"
"299" "Zotu75" "k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "" ""
"300" "Zotu480" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"301" "Zotu673" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"302" "Zotu365" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oris"
"303" "Zotu528" "k__Bacteria" "p__Spirochaetes" "c__Spirochaetia" "o__Spirochaetales" "f__Spirochaetaceae" "g__Treponema" "s__maltophilum"
"304" "Zotu95" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Pasteurellales" "f__Pasteurellaceae" "g__Aggregatibacter" "(s__aphrophilus/s__paraphrophilus)"
"305" "Zotu382" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__mutans"
"306" "Zotu62" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Alloprevotella" "s__rava"
"307" "Zotu123" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" ""
"308" "Zotu183" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Scardovia" "s__wiggsiae"
"309" "Zotu443" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Porphyromonadaceae" "g__Tannerella" "s__forsythia"
"310" "Zotu761" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Bacillales" "f__Gemellaceae" "g__Gemella" "(s__haemolysans/s__morbillorum/s__sanguinis)"
"311" "Zotu132" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__intermedius"
"312" "Zotu769" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"313" "Zotu196" "k__Bacteria" "p__Proteobacteria" "c__Epsilonproteobacteria" "o__Campylobacterales" "f__Campylobacteraceae" "g__Campylobacter" "(s__rectus/s__showae)"
"314" "Zotu92" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"315" "Zotu737" "k__Bacteria" "p__Proteobacteria" "c__Deltaproteobacteria" "o__Desulfovibrionales" "f__Desulfovibrionaceae" "g__Desulfovibrio" "s__fairfieldensis"
"316" "Zotu229" "k__Bacteria" "p__Proteobacteria" "c__Epsilonproteobacteria" "o__Campylobacterales" "f__Campylobacteraceae" "g__Campylobacter" "s__gracilis"
"317" "Zotu142" "k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Fusobacteriaceae" "g__Fusobacterium" ""
"318" "Zotu342" "k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Capnocytophaga" ""
"319" "Zotu164" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Porphyromonadaceae" "g__Porphyromonas" "(s__endodontalis/s__sp._oral_taxon_285)"
"320" "Zotu702" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__melaninogenica"
"321" "Zotu602" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oris"
"322" "Zotu643" "k__Bacteria" "p__Actinobacteria" "c__Coriobacteriia" "o__Coriobacteriales" "f__Atopobiaceae" "g__Olsenella" "s__profusa"
"323" "Zotu706" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__buccae"
"324" "Zotu154" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__sp._oral_taxon_317"
"325" "Zotu550" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" ""
"326" "Zotu70" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Carnobacteriaceae" "g__Granulicatella" "s__elegans"
"327" "Zotu61" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Peptostreptococcaceae_[XI][G-1]" ""
"328" "Zotu136" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Alloprevotella" "s__rava"
"329" "Zotu503" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Shuttleworthia" "s__satelles"
"330" "Zotu338" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"331" "Zotu307" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Oribacterium" "s__sp._oral_taxon_078"
"332" "Zotu514" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" ""
"333" "Zotu402" "k__Bacteria" "p__Spirochaetes" "c__Spirochaetia" "o__Spirochaetales" "f__Spirochaetaceae" "g__Treponema" "s__socranskii"
"334" "Zotu337" "k__Bacteria" "p__Bacteroidetes" "c__Bacteroidetes_[C-1]" "o__Bacteroidetes_[O-1]" "f__Bacteroidetes_[F-1]" "g__Bacteroidetes_[G-5]" "s__sp._oral_taxon_511"
"335" "Zotu357" "k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__dentalis"
