1124,26,525,98,75,17,570,10,5,9,559,70,53,1652,271,220,66,1158,1296,239,164,199,686,101,235,59,105,80,231,32,158,136,119,13,47,8,49,13,3,76,17,3,1,6,49,9,2,15,9,3,10,9,10,9,16,28,7,1,41,17,70,7,1,2,114,3,91,4,12,6,29,11,49,9,7,44,2,1,1,3,36,11,15,10,1,3,41,9,8,7,51,3,3,2,5,3,2,6,6,3,3,8,23,5,2,5,2,2,2,3,2,2,3,9,7,1,1,1,25,2,27,12,1,9,4,4,1,6,15,6,4,1,3,2,3,14,1,2,7,1,6,11,2,4,2,6,3,8,1,2,6,4,1,2,5,32,1,14,8,2,2,7,3,1,2,10,3,1,2,4,7,3,4,1,2,2,1,1,2,7,2,1,1,1,1,2,1,2,1,1,1,4,2,1,1,7,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,17,842,20,468,9,1107,19,29,43,341,41,0,1282,226,46,2,329,266,78,434,240,1258,191,74,25,48,430,906,0,269,52,109,9,2,21,61,1,7,48,12,0,0,2,32,17,3,34,21,29,1,7,2,5,18,75,14,0,52,3,2,5,1,24,47,0,105,3,12,4,34,2,92,104,15,77,1,1,0,0,42,80,17,55,0,24,71,12,7,0,74,5,4,15,6,2,0,2,1,7,1,9,27,0,2,47,8,4,13,6,2,4,0,8,8,0,0,0,9,7,7,27,3,6,0,14,14,34,9,13,3,1,10,15,2,5,0,4,13,4,38,5,1,21,6,14,11,2,0,6,4,0,11,8,4,25,0,110,1,0,13,1,29,0,8,3,14,10,0,10,46,8,4,0,10,2,1,1,34,1,0,10,1,0,0,17,0,28,0,2,17,7,14,10,2,20,0,3,5,28,9,1,5,4,6,4,1,1,7,6,2,7,1,0,16,3,1,4,4,0,3,13,5,3,4,30,5,4,13,21,2,9,39,7,3,4,17,1,4,2,1,8,2,7,4,4,4,4,9,6,5,2,4,1,9,9,1,8,1,2,2,1,1,4,5,3,2,5,3,2,4,4,5,5,2,4,1,5,1,1,1,2,1,2,1,2,1,5,1,1,6,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,17,635,69,142,3,775,6,4,11,412,114,0,1616,119,38,4,1474,666,315,88,235,731,134,267,6,101,120,330,0,156,101,208,5,6,1,48,11,1,36,13,0,1,13,48,16,6,8,22,5,6,2,5,16,26,32,4,1,13,10,9,5,1,3,105,0,138,4,10,11,27,9,57,9,6,42,0,2,1,0,44,36,16,13,0,2,40,1,4,0,88,16,7,3,7,1,0,3,2,0,5,9,17,0,0,21,9,2,3,2,0,1,0,4,8,0,1,2,1,1,17,31,3,9,2,0,1,37,8,13,7,0,2,5,3,2,1,0,12,1,7,11,3,2,3,2,2,4,0,1,4,0,22,0,9,25,1,12,1,0,3,0,1,0,1,2,10,0,1,3,9,10,1,3,4,0,2,0,6,3,3,5,0,0,0,5,0,12,0,4,5,4,2,1,0,16,0,5,6,3,2,2,2,0,2,0,2,0,1,0,0,5,0,0,2,0,0,0,4,0,0,2,0,0,0,1,1,3,6,9,0,1,8,4,0,0,5,0,3,0,0,1,0,1,3,0,0,0,4,1,2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,2,0,0,3,0,0,3,0,0,3,2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,2,0,0,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,15,526,49,102,23,925,9,7,8,649,30,0,1150,476,369,9,538,884,85,199,263,912,125,98,40,83,116,629,0,218,52,131,14,108,15,34,10,1,181,5,2,0,2,35,4,1,2,7,0,2,11,6,7,12,28,6,0,37,6,6,0,4,1,122,0,52,1,6,5,27,9,91,28,18,55,1,0,0,0,23,22,17,6,0,3,58,31,7,0,51,3,3,2,5,0,0,0,6,0,1,9,7,2,0,17,4,3,4,19,6,0,0,4,14,1,0,0,57,1,6,13,0,13,0,5,0,22,9,7,4,1,1,3,3,14,3,0,7,2,28,7,0,2,3,9,7,0,1,0,3,0,5,1,6,20,3,50,7,0,0,0,2,0,3,2,12,2,0,8,3,1,0,1,4,0,0,2,1,4,0,5,2,0,0,4,1,1,0,3,4,19,2,1,0,24,0,2,3,1,8,0,1,0,0,1,0,0,4,1,0,2,2,1,3,0,4,3,10,0,0,3,0,19,0,0,0,3,13,6,0,2,14,0,0,4,3,0,1,0,0,4,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,1,1,1,0,0,0,4,2,3,0,1,3,0,0,2,0,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,1,2,1,3,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,6,259,38,67,13,421,22,26,6,2,36,38,1399,126,165,27,663,643,85,363,156,1631,153,42,11,139,69,147,35,107,34,284,17,68,6,56,3,0,14,2,0,0,0,23,10,3,50,5,0,0,12,4,9,29,87,9,0,21,2,4,2,0,1,153,1,22,1,10,6,7,8,66,16,14,50,0,0,0,1,34,0,20,6,3,0,559,64,7,2,121,2,12,0,3,3,3,0,26,0,4,12,1,1,0,12,0,1,3,4,1,0,2,0,4,5,1,1,51,0,7,7,0,9,0,10,0,14,11,0,0,0,0,0,2,10,11,0,9,0,21,3,0,14,0,0,2,0,24,0,6,3,0,1,3,15,1,151,1,1,0,0,0,0,0,10,1,0,0,5,5,5,3,0,0,0,1,4,2,0,0,6,1,0,17,17,1,0,0,1,2,7,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,1,10,6,0,0,12,1,6,0,0,7,8,0,0,0,1,0,0,0,0,0,12,1,0,4,6,0,0,0,0,0,1,0,0,0,61,11,0,0,0,5,4,0,0,14,0,0,2,3,0,0,0,1,8,0,0,0,0,7,0,0,0,0,1,4,0,18,0,4,0,0,0,0,0,0,6,1,0,0,0,0,5,0,2,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,6,0,0,19,2,0,0,0,1,1,3,0,0,0,14,0,0,0,0,0,1,0,0,1,0,0,0,139,110,7,4,98,11,1,3,3,1,11,1,3,1,1,9,6,9,1,10,3,3,2,3,1,1,1,6,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,5,93,28,62,36,220,17,37,4,5,21,54,665,57,433,31,356,607,130,362,117,1476,171,54,23,310,164,79,36,124,53,190,19,96,12,53,2,0,50,11,3,0,1,11,9,1,47,7,0,2,11,1,6,40,84,16,1,11,14,13,12,0,6,156,2,8,6,14,8,4,3,68,67,17,51,2,3,11,0,40,0,19,2,0,0,276,39,3,5,125,6,11,0,6,6,4,3,24,0,2,6,3,2,1,7,0,6,14,9,2,0,1,0,15,14,0,2,97,0,9,5,1,4,2,12,2,10,24,0,6,0,0,0,7,41,11,0,11,0,39,7,2,19,0,3,2,4,14,0,4,1,0,1,9,8,4,131,7,3,0,0,2,0,0,30,4,3,0,19,2,2,1,0,0,0,4,5,3,4,0,8,1,0,2,8,1,0,0,3,3,38,0,0,3,3,0,5,12,2,6,2,0,0,0,0,0,4,2,10,0,11,3,1,4,2,1,2,25,0,0,1,3,4,0,0,0,0,8,0,0,9,21,0,1,0,0,0,3,0,2,1,94,10,0,0,0,2,0,0,0,4,0,0,1,22,1,0,0,3,1,0,0,0,0,2,0,0,0,0,7,7,0,36,0,2,0,0,2,0,0,0,1,0,0,0,0,1,1,0,2,0,3,0,0,0,1,0,0,0,1,2,4,0,0,1,15,2,0,0,37,1,1,0,0,2,1,11,0,0,0,7,1,0,0,0,0,1,0,0,1,0,0,0,57,144,0,4,75,8,2,0,3,0,25,4,0,0,1,1,12,1,1,12,0,1,1,2,7,1,2,33,2,3,8,0,1,0,1,10,1,2,1,1,3,3,1,4,1,1,3,1,2,1,2,4,1,2,1,1,1,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,26,779,62,211,2,1388,10,1,6,139,42,23,1606,93,18,91,1658,246,107,57,80,488,100,91,1,158,48,603,19,168,102,199,5,2,0,72,11,1,58,21,0,0,22,27,5,10,185,26,0,6,23,4,12,8,93,4,0,156,13,0,0,0,7,107,1,76,3,33,3,18,27,48,24,15,48,1,0,5,0,48,0,7,11,1,0,63,1,3,2,153,13,9,1,3,1,2,3,1,3,8,15,9,1,0,2,1,5,7,13,0,2,1,0,3,10,0,2,39,0,5,8,1,11,0,2,0,11,27,5,2,0,0,0,6,2,1,0,13,0,22,3,0,38,0,14,5,0,14,0,4,0,0,1,2,35,0,7,1,0,0,0,1,0,0,4,0,1,0,2,2,12,2,0,0,0,1,4,2,3,0,0,1,0,0,3,2,3,0,3,8,0,0,0,0,35,3,0,0,6,1,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,3,0,0,2,0,16,1,3,1,0,2,0,2,1,19,1,0,0,0,0,1,0,0,6,1,4,0,0,0,1,0,1,0,2,0,0,0,329,0,0,0,1,0,1,0,0,0,5,0,0,0,0,3,0,0,6,0,1,1,1,4,0,0,1,0,0,2,0,2,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,0,0,0,2,2,0,1,1,0,2,1,0,0,0,0,1,10,0,0,0,0,0,1,1,3,1,17,0,1,1,10,1,0,0,3,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,3,2,5,1,1,1,16,2,6,2,4,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,11,363,70,33,5,689,17,1,17,1,65,29,1326,363,75,56,1145,484,122,182,297,1528,117,92,76,148,16,6,125,92,114,162,4,75,0,33,7,1,50,7,8,0,7,35,22,0,159,6,2,7,50,0,8,16,25,9,0,53,11,0,5,0,8,199,2,53,3,14,2,24,54,74,31,1,50,5,0,2,0,53,0,16,6,7,8,495,17,7,0,285,8,5,7,5,3,4,6,19,28,3,7,4,0,1,1,0,4,6,7,3,0,0,0,11,3,1,0,55,1,11,15,1,8,1,8,2,14,7,6,4,0,1,0,3,3,3,2,6,1,8,3,0,43,3,3,1,0,36,1,9,5,1,8,6,17,0,19,3,1,2,0,0,1,7,2,0,0,0,5,3,3,0,0,1,0,4,2,3,3,5,4,0,17,1,0,0,0,0,2,22,4,0,3,0,0,0,3,2,35,2,0,1,0,2,1,0,3,0,3,0,1,0,3,1,0,3,0,8,0,0,1,1,9,0,37,0,11,7,7,0,0,13,1,5,1,2,0,1,0,0,2,52,10,9,0,0,0,1,4,0,0,0,2,1,29,0,0,0,1,2,0,0,1,3,0,0,5,0,0,0,0,0,63,2,8,1,1,0,3,0,0,1,0,0,0,0,0,0,2,1,0,4,0,0,0,3,0,1,0,0,2,0,2,0,0,2,4,3,1,6,0,2,0,1,0,1,6,0,0,0,1,1,0,0,3,1,0,0,1,0,0,3,0,5,14,1,6,10,1,1,2,0,0,66,6,1,0,0,2,1,43,0,18,3,2,0,6,0,0,0,11,0,0,4,0,1,1,2,5,0,0,0,0,0,1,0,4,0,4,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,3,0,0,2,2,3,9,0,5,2,4,2,4,2,0,0,0,1,0,29,15,7,21,2,16,1,1,4,2,1,1,1,3,1,1,5,6,2,1,1,2,1,3,2,4,1,2,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7,445,125,67,8,794,19,0,0,164,42,61,1235,51,361,128,1820,215,83,83,115,399,71,81,87,329,12,237,68,75,105,575,10,2,0,37,16,0,44,33,2,0,9,38,5,5,184,17,0,4,58,6,22,7,34,6,0,194,15,0,4,0,1,179,10,59,3,34,4,49,22,33,3,5,25,0,3,4,0,22,0,3,0,0,0,28,0,2,3,121,11,6,0,4,3,16,0,7,4,2,17,25,0,0,0,1,1,0,1,6,0,1,0,17,1,1,5,15,0,4,52,3,11,1,0,0,3,20,5,2,0,0,0,4,3,4,0,8,0,11,1,2,40,1,3,3,0,47,0,3,5,0,1,1,34,0,8,1,4,0,0,1,0,0,1,0,0,0,0,1,7,0,0,0,0,3,2,0,1,2,2,0,0,0,1,1,0,0,6,1,11,0,0,0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,1,0,0,4,0,0,1,0,1,0,0,0,6,0,1,0,0,1,1,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,3,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,169,0,1,0,5,0,0,0,16,0,4,0,0,9,3,1,0,0,11,0,0,0,0,0,0,28,2,0,0,8,0,0,3,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,4,0,3,0,0,0,0,0,0,2,0,4,2,0,5,0,0,2,3,0,1,1,8,1,9,11,0,3,6,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,6,196,60,28,21,554,15,0,2,2,42,46,660,249,290,28,1104,804,134,122,213,1330,106,68,159,87,25,13,152,80,114,255,5,67,0,31,15,1,101,2,12,0,10,59,16,1,165,9,3,1,48,8,10,19,53,0,0,198,5,0,6,0,4,341,1,10,1,45,2,31,65,71,33,3,32,0,1,0,3,30,0,20,3,0,1,479,17,7,1,637,8,11,3,4,6,5,1,30,56,1,10,11,0,0,4,0,3,2,3,21,0,1,1,47,0,0,0,71,2,31,0,0,2,2,3,2,5,6,3,3,0,0,0,2,26,3,0,12,0,8,8,1,56,1,1,0,1,48,2,8,4,2,2,1,20,0,24,3,0,24,0,0,0,7,9,4,0,1,4,1,3,1,0,2,0,7,1,3,8,0,1,0,42,0,0,0,0,0,1,5,15,0,0,1,0,3,2,0,10,0,0,0,1,1,0,1,2,1,0,1,0,0,1,3,0,0,0,10,0,0,0,3,9,0,23,2,114,8,11,0,1,12,0,1,2,3,2,0,0,0,1,27,18,13,0,0,0,0,0,0,0,0,7,0,8,0,0,0,9,0,0,0,0,19,0,0,2,0,1,0,0,8,81,2,1,0,1,0,1,0,0,2,6,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,0,1,3,2,0,0,0,0,0,3,3,0,0,0,1,1,1,4,0,0,0,3,0,0,0,2,0,0,0,2,0,1,2,0,11,24,0,0,3,0,1,2,0,0,106,2,0,0,2,1,7,25,0,69,3,1,0,20,0,0,2,40,0,2,4,8,0,0,0,38,2,1,0,2,2,0,3,0,0,4,0,0,2,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,13,0,1,0,1,0,0,2,0,5,0,1,11,3,4,4,20,0,1,0,0,0,1,56,9,63,4,1,22,0,0,11,1,0,0,0,2,0,0,18,2,6,1,6,1,0,0,6,4,1,6,0,1,1,1,0,0,17,2,0,21,12,4,1,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
